"";"requested";"in_data";"use_raw";"use_feature";"exclude";"num_unique";"examples";"type";"total_missing";"missing_2006";"missing_2007";"missing_2008";"missing_2009";"missing_2010";"missing_2011";"missing_2012";"missing_2013";"missing_2014";"missing_2015";"missing_2016";"missing_2017";"missing_2018"
"pascd";TRUE;TRUE;NA;FALSE;FALSE;5;"2, 3, 4, NA, 6";"numeric";0,00106186813888883;0,000730219301345017;0;3,12627004720668e-05;8,64857385017211e-05;0,000111915839288855;1,4425226836692e-05;5,91121357214636e-05;9,46073793755913e-05;0,000862905835400712;0,000631014355576589;0,00178398030847052;0,00228213446694261;0,00541013306678328
"active_student";TRUE;TRUE;NA;FALSE;FALSE;2;"0, 1";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"new_student";TRUE;TRUE;NA;FALSE;FALSE;6;"0, 1, C, R, P";"character";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"full_time";TRUE;TRUE;NA;FALSE;FALSE;2;"0, 1";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ferpa_blocked";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, X, Z";"character";0,999810538049908;1;1;1;1;1;1;1;1;0,999973034192644;0,999881684808329;0,999548359415577;0,999149793041727;0,999437745986131
"class_standing";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"year_study";TRUE;TRUE;NA;FALSE;FALSE;5;"Freshman, Sophomore, Junior, Senior, Limited";"character";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"second_baccalaureate";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 0, 1";"numeric";0,997328806808293;0,999646668079994;0,999854460777179;0,999796792446932;0,999584868455192;0,999888084160711;0,99969707023643;0,999482768812437;0,999432355723746;0,999258440297702;0,998448756375874;0,998295056793803;0,996162881754111;0,980108702442681
"dual_degree";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, 0";"numeric";0,818023999982376;0,999010670623984;0,999563382331538;0,999546690843155;0,999308114091986;0,999312516987226;0,998067019603883;0,997266063722882;0,99458034869577;0,977146478265559;0,858968291528632;0,664713321139038;0,421009061416266;0,120022490160555
"dual_degree_active";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, 0";"numeric";0,818023999982376;0,999010670623984;0,999563382331538;0,999546690843155;0,999308114091986;0,999312516987226;0,998067019603883;0,997266063722882;0,99458034869577;0,977146478265559;0,858968291528632;0,664713321139038;0,421009061416266;0,120022490160555
"honors";TRUE;TRUE;NA;FALSE;FALSE;3;"0, 1, NA";"numeric";9,47309750460987e-05;0;0;1,56313502360334e-05;0;0;1,4425226836692e-05;1,47780339303659e-05;2,70306798215975e-05;2,69658073562722e-05;3,94383972235368e-05;0,000225820292211458;0,000223738673229668;0,000449803211095146
"honors_program";TRUE;TRUE;NA;FALSE;FALSE;7;"NA, H, 0, ;, S";"character";0,970658732763919;0,97663298235696;0,969129513737286;0,974911682871166;0,973033746735163;0,967048779317953;0,965841062850713;0,970133593426731;0,978889039059332;0,973007226836372;0,973694589051901;0,978072849626267;0,9671216019689;0,954070094333729
"deans_list";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"concurrent_law";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, 0";"numeric";0,816435603865905;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994499256656305;0,976917268903031;0,858363569437871;0,664081024320845;0,419185591229444;0,105816205410133
"ucdc";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 0, 1";"numeric";0,816423487113283;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994499256656305;0,976917268903031;0,858350423305464;0,664047151277014;0,419118469627475;0,105803710876492
"absentia";TRUE;TRUE;NA;FALSE;FALSE;2;"NA, 0";"numeric";0,816423487113283;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994499256656305;0,976917268903031;0,858350423305464;0,664047151277014;0,419118469627475;0,105803710876492
"rotc";TRUE;TRUE;NA;FALSE;FALSE;7;"NA, 0, 1, 2, 9";"numeric";0,814354826983788;0,999010670623984;0,999563382331538;0,999546690843155;0,999308114091986;0,999312516987226;0,987810683322995;0,990512502216705;0,989444519529666;0,973411713946716;0,853867592154388;0,657216087437617;0,416769213558564;0,11908540013744
"reduced_ed_fee";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 0, 1";"numeric";0,816434502342939;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994499256656305;0,976917268903031;0,858363569437871;0,664047151277014;0,419163217362121;0,105866183544699
"education_abroad";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"education_opportunity";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"esl_program";TRUE;TRUE;NA;FALSE;FALSE;2;"0, 1";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sport";TRUE;TRUE;NA;FALSE;FALSE;8;"0, NA, Z, A, 1";"character";0,606265022019444;0,998704449626646;0,99902973851453;0,997389564510582;0,99849514815007;0,998257310502502;0,0834355120234266;0,248167523792635;0,311650223003109;0,396882752669615;0,444825682284272;0,336720637716505;0,581060521311109;0,89420878365715
"sport_gender";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"entry_level_writing";TRUE;TRUE;NA;FALSE;FALSE;6;"NA, Requirement satisfied, Course passed, Requirement not satisfied, Test passed";"character";0,816714289176215;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997236507655022;0,994499256656305;0,976944234710387;0,858350423305464;0,664103606350067;0,419331021367043;0,108764915349535
"american_history_desc";TRUE;TRUE;NA;FALSE;FALSE;5;"NA, Requirement satisfied, Requirement not satisfied, Course passed, Unknown";"character";0,816724202882906;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997236507655022;0,994499256656305;0,976944234710387;0,858350423305464;0,664137479393898;0,419599507774919;0,108540013743987
"american_intitutions_desc";TRUE;TRUE;NA;FALSE;FALSE;5;"NA, Requirement satisfied, Course passed, Requirement not satisfied, Unknown";"character";0,816735218112562;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997236507655022;0,994499256656305;0,976944234710387;0,858350423305464;0,664103606350067;0,419476451504643;0,108839882551384
"probation_status";TRUE;TRUE;NA;FALSE;FALSE;3;"N, Y, NA";"character";0,000549659959860503;0;0;1,56313502360334e-05;0;0;1,4425226836692e-05;5,91121357214636e-05;4,05460197323963e-05;2,69658073562722e-05;3,94383972235368e-05;0,000812953051961249;0,00178990938583734;0,00316111701130755
"registration_status";TRUE;TRUE;NA;FALSE;FALSE;11;"New, Continuing, Returning, Withdraw, Visitor";"character";7,71066075956618e-06;0;0;0;0;0;0;0;0;0;0;1,12910146105729e-05;5,59346683074169e-05;1,24945336415318e-05
"veteran_status";TRUE;TRUE;NA;FALSE;FALSE;3;"NA, 0, 1";"numeric";0,816423487113283;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994499256656305;0,976917268903031;0,858350423305464;0,664047151277014;0,419118469627475;0,105803710876492
"pell_eligible_flag";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"major_count";TRUE;TRUE;NA;FALSE;FALSE;4;"NA, 1, 2, 3";"numeric";0,816423487113283;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994499256656305;0,976917268903031;0,858350423305464;0,664047151277014;0,419118469627475;0,105803710876492
"netpayer_fee_assessed";TRUE;TRUE;NA;FALSE;FALSE;56;"0, 5207.04, 5207.0098, 5149.5298, 5245.75";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"current_units_attempted_grade";TRUE;TRUE;NA;FALSE;FALSE;69;"NA, 12, 15, 8, 14";"numeric";0,818023999982376;0,999010670623984;0,999563382331538;0,999546690843155;0,999308114091986;0,999312516987226;0,998067019603883;0,997266063722882;0,99458034869577;0,977146478265559;0,858968291528632;0,664713321139038;0,421009061416266;0,120022490160555
"current_units_attempted_pnp";TRUE;TRUE;NA;FALSE;FALSE;64;"NA, 0, 6, 4, 2";"numeric";0,816746233342219;0,998940004239983;0,99954721130678;0,999531059492919;0,999273519796586;0,999312516987226;0,998023743923373;0,997280841756813;0,994512771996216;0,977025132132456;0,858508176894358;0,664261680554615;0,419879181116456;0,108015243331043
"current_units_attempted_lowerdiv";TRUE;TRUE;NA;FALSE;FALSE;97;"NA, 8, 0, 12, 4";"numeric";0,818193634519086;0,999057781546652;0,99954721130678;0,999577953543627;0,999290816944286;0,999344492941308;0,998067019603883;0,997354731926465;0,994620894715502;0,977267824398662;0,859126045117526;0,665402073030283;0,42322407428124;0,118285749984382
"current_units_attempted_upperdiv";TRUE;TRUE;NA;FALSE;FALSE;57;"NA, 4, 15, 0, 12";"numeric";0,816905954172239;0,998940004239983;0,99954721130678;0,999531059492919;0,999273519796586;0,999312516987226;0,998023743923373;0,997280841756813;0,994526287336126;0,977079063747169;0,858587053688805;0,664340717656889;0,42013648059067;0,109314674829762
"current_units_attempted_graduate";TRUE;TRUE;NA;FALSE;FALSE;14;"NA, 0, 2, 4, 8";"numeric";0,818023999982376;0,999010670623984;0,999563382331538;0,999546690843155;0,999308114091986;0,999312516987226;0,998067019603883;0,997266063722882;0,99458034869577;0,977146478265559;0,858968291528632;0,664713321139038;0,421009061416266;0,120022490160555
"current_units_attempted_online";TRUE;TRUE;NA;FALSE;FALSE;22;"NA, 0, 4, 2, 8";"numeric";0,818614416291965;0,999081337007985;0,999579553356296;0,999562322193391;0,999290816944286;0,999328504964267;0,998110295284393;0,997280841756813;0,994647925395324;0,977308273109697;0,859310090971236;0,665063342591965;0,422138941716076;0,124420566002374
"current_units_attempted_oncampus";TRUE;TRUE;NA;FALSE;FALSE;126;"NA, 12, 15, 14, 16";"numeric";0,818035015212032;0,999010670623984;0,999563382331538;0,999546690843155;0,999308114091986;0,999312516987226;0,998067019603883;0,997280841756813;0,99458034869577;0,977159961169237;0,858968291528632;0,664713321139038;0,421020248349927;0,120109951896045
"current_units_completed_graded";TRUE;TRUE;NA;FALSE;FALSE;66;"NA, 15, 12, 8, 14";"numeric";0,909638766558644;0,999340447082656;0,999838289752422;0,999796792446932;0,999705948489094;0,999648264505092;0,998961383667758;0,998610864810546;0,997013109879713;0,989011433502319;0,930943366461587;0,83899013165323;0,710448596039825;0,558380708440057
"current_units_completed_pnp";TRUE;TRUE;NA;FALSE;FALSE;70;"0, 6, 1, 1.3, 4";"numeric";0,125201303321973;0,74395213530257;0,606947072235968;0,397583393253509;0,119142753359971;0,0215517930516252;0,0213349104914675;0,0206744694685819;0,0201513718070009;0,0198738000215726;0,017970763001525;0,0133911433281395;0,0105045307081329;0,019241581807959
"current_units_completed_lowerdiv";TRUE;TRUE;NA;FALSE;FALSE;70;"NA, 8, 0, 4, 5";"numeric";0,817985446678578;0,999010670623984;0,999563382331538;0,999562322193391;0,999290816944286;0,999328504964267;0,998095870057557;0,997280841756813;0,994593864035681;0,977200409880272;0,859112898985119;0,66476977621209;0,421434164895402;0,118798025863685
"current_units_completed_upperdiv";TRUE;TRUE;NA;FALSE;FALSE;39;"NA, 4, 15, 0, 14";"numeric";0,817673715679298;0,999010670623984;0,999563382331538;0,999546690843155;0,999273519796586;0,999312516987226;0,998067019603883;0,997280841756813;0,994593864035681;0,977200409880272;0,858889414734185;0,664645575051374;0,421098556885558;0,116049228462548
"current_units_completed_graduate";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"current_units_completed_online";TRUE;TRUE;NA;FALSE;FALSE;22;"NA, 0, 4, 2, 8";"numeric";0,818614416291965;0,999081337007985;0,999579553356296;0,999562322193391;0,999290816944286;0,999328504964267;0,998110295284393;0,997280841756813;0,994647925395324;0,977308273109697;0,859310090971236;0,665063342591965;0,422138941716076;0,124420566002374
"current_units_completed_oncampus";TRUE;TRUE;NA;FALSE;FALSE;111;"NA, 12, 15, 14, 16";"numeric";0,817634060852535;0,999010670623984;0,999563382331538;0,999546690843155;0,999273519796586;0,999312516987226;0,998067019603883;0,997280841756813;0,99458034869577;0,977173444072916;0,858889414734185;0,664656866065985;0,420997874482604;0,115736865121509
"current_units_completed_transfer";TRUE;TRUE;NA;FALSE;FALSE;1;"0";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"current_units_completed_total";TRUE;TRUE;NA;FALSE;FALSE;127;"12, 15, 14, 17, 13";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cumulative_units_attempted_grade";TRUE;TRUE;NA;FALSE;FALSE;712;"NA, 64, 79, 36, 151";"numeric";0,817157101408407;0,998916448778649;0,999531040282023;0,999531059492919;0,999256222648885;0,999312516987226;0,998009318696537;0,997221729621091;0,994512771996216;0,977052097939812;0,858915706999001;0,666813449856604;0,421557221165679;0,10766539638908
"cumulative_units_attempted_pnp";TRUE;TRUE;NA;FALSE;FALSE;484;"0, 6, 1.3, 2.3, 8";"numeric";0,123095191411646;0,743810802534568;0,606914730186452;0,397552130553037;0,119125456212271;0,0215358050745839;0,0212339339036106;0,0206153573328604;0,0200027030679822;0,0194962787185848;0,0170373876005679;0,0123975340424091;0,0076071148898087;0,00134940963328544
"cumulative_units_attempted_lower";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_attempted_upper";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"cumulative_units_attempted_graduate";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_attempted_online";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_attempted_oncampus";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_attempted_total";TRUE;TRUE;NA;FALSE;FALSE;2070;"NA, 64, 79, 36, 151";"numeric";0,817250730860488;0,998916448778649;0,999531040282023;0,999546690843155;0,999256222648885;0,999312516987226;0,998023743923373;0,997236507655022;0,994539802676037;0,977079063747169;0,858955145396224;0,667039270148816;0,421769772905247;0,108115199600175
"cumulative_units_completed_graded";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_completed_pnp";TRUE;TRUE;NA;FALSE;FALSE;431;"0, 6, 1.3, 2.3, 8";"numeric";0,123095191411646;0,743810802534568;0,606914730186452;0,397552130553037;0,119125456212271;0,0215358050745839;0,0212339339036106;0,0206153573328604;0,0200027030679822;0,0194962787185848;0,0170373876005679;0,0123975340424091;0,0076071148898087;0,00134940963328544
"cumulative_units_completed_lowerdiv";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_completed_upperdiv";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_completed_graduate";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_completed_online";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_completed_oncampus";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_completed_transfer";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"cumulative_units_completed_total";TRUE;TRUE;NA;FALSE;FALSE;3411;"44, 96, 111, 68, 183";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"total_terms_enrolled_excluding_summer";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"total_terms_enrolled_including_summer";TRUE;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"gpa_term";TRUE;TRUE;NA;FALSE;FALSE;396;"3.4300001, 3.53, 3.6500001, 3.23, 4";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gpa_cumulative";TRUE;TRUE;NA;FALSE;FALSE;394;"3.4300001, 3.3499999, 3.4100001, 3.26, 3.5799999";"numeric";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"major_code_1";TRUE;TRUE;NA;FALSE;FALSE;109;"598, 201, 005, 000, 867";"character";3,30456889695693e-06;0;0;0;0;0;0;0;0;0;0;0;3,35608009844502e-05;0
"major_name_1";TRUE;TRUE;NA;FALSE;FALSE;117;"NURSING SCIENCE, COMPUTER SCIENCE, UNAFFILIATED, UNDECLARED, SOCIOLOGY";"character";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"major_name_abbrev_1";TRUE;TRUE;NA;FALSE;FALSE;194;"Nur Sci, CmptSci, ICS-Ua, Una-Ud, Sociol";"character";0,123095191411646;0,743810802534568;0,606914730186452;0,397552130553037;0,119125456212271;0,0215358050745839;0,0212339339036106;0,0206153573328604;0,0200027030679822;0,0194962787185848;0,0170373876005679;0,0123975340424091;0,0076071148898087;0,00134940963328544
"major_school_code_1";TRUE;TRUE;NA;FALSE;FALSE;16;"90, 95, 08, 65, 77";"character";0,123098495980543;0,743810802534568;0,606914730186452;0,397552130553037;0,119125456212271;0,0215358050745839;0,0212339339036106;0,0206153573328604;0,0200027030679822;0,0194962787185848;0,0170373876005679;0,0123975340424091;0,00764067569079315;0,00134940963328544
"major_school_name_1";TRUE;TRUE;NA;FALSE;FALSE;17;"School of Nursing, School of Info & Computer Sci, Div of Undergraduate Education, School of Social Sciences, School of Engineering";"character";0,123095191411646;0,743810802534568;0,606914730186452;0,397552130553037;0,119125456212271;0,0215358050745839;0,0212339339036106;0,0206153573328604;0,0200027030679822;0,0194962787185848;0,0170373876005679;0,0123975340424091;0,0076071148898087;0,00134940963328544
"major_school_name_abbrev_1";TRUE;TRUE;NA;FALSE;FALSE;19;"Nursing, ICS, Undergrad Educ, Soc Sci, Engr";"character";0,123095191411646;0,743810802534568;0,606914730186452;0,397552130553037;0,119125456212271;0,0215358050745839;0,0212339339036106;0,0206153573328604;0,0200027030679822;0,0194962787185848;0,0170373876005679;0,0123975340424091;0,0076071148898087;0,00134940963328544
"major_subcampus_1";TRUE;TRUE;NA;FALSE;FALSE;5;"Health science, General campus, NA, Unknown, Missing data";"character";0,123095191411646;0,743810802534568;0,606914730186452;0,397552130553037;0,119125456212271;0,0215358050745839;0,0212339339036106;0,0206153573328604;0,0200027030679822;0,0194962787185848;0,0170373876005679;0,0123975340424091;0,0076071148898087;0,00134940963328544
"major_funding_1";TRUE;TRUE;NA;FALSE;FALSE;1;"NA";"logical";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"major_cip_code_1";TRUE;TRUE;NA;FALSE;FALSE;94;"51.3808, 11.0701, 30.9999, 45.1101, 05.0203";"character";0,123192125432623;0,743810802534568;0,606914730186452;0,397567761903273;0,119125456212271;0,0215358050745839;0,0212483591304473;0,0206301353667908;0,0200297337478038;0,0195232445259411;0,0170768259977915;0,0126233543346205;0,00785322743036134;0,00179921284438058
